2786	2483
2786	1238
2483	2786
1887	775
1887	1539
2398	108
2398	1238
1238	108
1238	1201
1238	2786
1238	2398
1539	108
1539	1887
768	171
768	1004
2414	171
2414	1004
2887	1004
171	768
171	2414
1004	768
1004	2414
1004	2887
3341	2317
3341	2745
2317	3341
2317	2754
2317	2745
2754	2317
2754	2745
2745	3341
2745	2317
2745	2754
2745	3192
3192	2745
2433	1902
2433	580
2433	3279
532	2299
2299	532
2299	1902
2299	1043
450	1107
1902	2433
1902	2299
1902	301
1902	1043
1902	580
1902	1107
301	1902
301	580
1043	2299
1043	1902
1043	2126
1043	3279
2126	1043
580	2433
580	1902
580	301
580	3279
1107	450
1107	1902
3279	2433
3279	1043
3279	580
908	1828
908	1006
1244	1503
815	819
815	1006
815	1690
819	815
819	1018
819	273
819	1693
819	1690
819	1682
1828	908
1828	1998
1326	1017
1326	713
1326	1503
1332	714
1332	1503
1332	1192
1332	1985
1018	1006
1018	1693
1018	1503
1017	1326
1017	1784
1017	1503
1006	908
1006	815
1006	1018
1006	1503
714	1332
714	1690
713	1326
713	574
273	819
273	1693
1784	1017
1784	1503
1693	819
1693	1018
1693	273
1690	815
1690	819
1690	714
1690	1682
1682	819
1682	1690
1503	1244
1503	819
1503	1326
1503	1332
1503	1018
1503	1017
1503	1006
1503	1784
574	713
574	1998
1192	1332
1192	1985
1998	1828
1998	574
1985	1332
1985	1192
1710	1681
1710	2688
1710	2035
2035	729
729	2035
2467	95
613	95
3243	95
2748	95
3240	95
3231	95
3045	834
3045	1053
2446	95
834	3045
834	95
1364	95
1360	95
208	95
1799	95
1316	95
1656	95
95	2467
95	613
95	3243
95	2748
95	3240
95	3231
95	2446
95	834
95	1364
95	1360
95	208
95	1799
95	1316
95	1656
95	1182
95	1053
1182	95
1053	3045
1053	95
1054	597
467	1880
2757	3064
597	1054
597	3064
597	2895
597	1880
3064	2757
3064	597
3064	1271
3064	3107
3064	2530
3064	2163
1832	1469
112	1880
1271	3064
2895	597
1469	1832
3107	3064
1991	1880
2530	3064
2163	3064
1880	467
1880	597
1880	112
1880	1991
1121	2525
1121	2986
1121	2504
1121	3385
1121	2373
1121	379
2952	1542
1601	1542
1601	691
2815	1542
2815	1897
2815	1055
1542	2952
1542	1601
1542	2815
1542	1666
1542	2665
1542	1911
1542	2985
1542	3074
1542	2209
1542	1055
1666	1542
2665	1542
2665	1911
1911	1542
897	379
1399	2985
1399	1055
244	3074
244	1055
2525	1121
2986	1121
2986	2985
2985	1542
2985	1399
2985	2986
2985	3074
2985	202
2985	1897
2985	2136
2504	1121
3074	1542
3074	244
3074	2985
3074	691
3385	1121
691	1601
691	3074
691	1055
2373	1121
202	2985
202	1055
1897	2815
1897	2985
2209	1542
2136	2985
2136	1055
1055	2815
1055	1542
1055	1399
1055	244
1055	691
1055	202
1055	2136
379	1121
379	897
2424	2288
2424	2538
532	858
532	2288
532	2538
3014	858
1775	858
760	858
760	2288
760	2538
3340	2288
858	532
858	3014
858	1775
858	760
858	3358
858	2126
858	1483
858	696
858	237
858	2065
858	1744
3358	858
3364	696
2126	858
2126	2538
1483	858
696	858
696	3364
696	2288
2288	2424
2288	532
2288	760
2288	3340
2288	696
2288	3351
3351	2288
237	858
2065	858
2538	2424
2538	532
2538	760
2538	2126
1744	858
932	101
932	51
1473	3354
3354	932
101	932
51	932
2911	485
2911	1622
2758	485
485	2911
485	2758
485	2776
485	3352
485	1962
485	573
485	2239
485	2180
485	3211
2776	485
3352	485
1962	485
1622	2911
573	485
2239	485
2180	485
3211	485
2233	676
1844	3063
3354	1446
903	676
903	1487
3063	1844
3063	676
3063	1446
3063	2972
676	2233
676	903
676	3063
676	964
676	1446
676	1956
676	1487
964	676
1446	676
1446	1487
1956	676
2972	3063
1487	903
1487	676
1487	1446
2766	1284
1854	435
1854	141
1854	26
3339	3348
3339	435
3339	141
3339	2748
3339	1066
3339	531
3339	1937
3348	3339
3348	2551
3348	2539
3348	1739
435	1854
435	3339
435	2875
435	141
435	1108
435	300
435	1874
435	3243
435	2748
435	3231
435	896
435	3236
435	531
435	842
435	1331
435	1301
435	1963
435	2551
435	3227
435	1369
435	1146
435	2143
435	1182
435	1294
435	1304
435	1994
435	2539
435	1749
435	1739
435	2821
435	1937
435	857
435	853
435	1284
435	2457
435	1827
435	3383
2875	435
2875	141
2875	1339
2875	531
2875	2013
2875	3080
2875	2271
141	1854
141	3339
141	435
141	2875
141	464
141	881
141	3243
141	1968
141	2269
141	2455
141	2748
141	3240
141	3231
141	3273
141	896
141	1400
141	1724
141	559
141	3236
141	531
141	989
141	2953
141	842
141	1331
141	2059
141	1301
141	1788
141	2502
141	2551
141	3227
141	1369
141	1146
141	2143
141	2013
141	2484
141	1304
141	1994
141	1703
141	2539
141	1749
141	1739
141	2821
141	1937
141	3080
141	857
141	853
141	595
141	1270
141	1284
141	2271
141	2457
141	1900
141	1827
141	2005
1108	435
1108	1066
1108	2271
1108	1590
3399	2821
464	141
300	435
300	2748
300	1066
300	2539
300	1900
744	842
881	141
881	2013
1874	435
1874	2551
1339	2875
1339	1284
1525	1301
1525	1284
3243	435
3243	141
3243	2748
3243	1963
3243	1590
1968	141
2269	141
2455	141
2748	3339
2748	435
2748	141
2748	300
2748	3243
2748	2953
2748	1739
2748	2821
3240	141
3240	1827
3240	3383
3231	435
3231	141
1066	3339
1066	1108
1066	300
1066	896
1066	1963
1066	2551
1066	2752
1066	2484
1066	2539
1066	1739
1066	3080
1066	857
1066	1284
1066	1900
3273	141
896	435
896	141
896	1066
896	2962
2212	842
1400	141
1400	531
1724	141
956	2953
956	857
559	141
3242	1937
3236	435
3236	141
3236	531
3236	1963
531	3339
531	435
531	2875
531	141
531	1400
531	3236
531	2953
531	2059
531	1963
531	2551
531	1703
531	2539
531	1053
531	595
531	1284
531	2271
531	1900
989	141
989	2271
2953	141
2953	2748
2953	956
2953	531
2953	842
2953	1304
2953	3080
2953	1900
2962	896
2962	2484
2962	1304
842	435
842	141
842	744
842	2212
842	2953
842	1739
1331	435
1331	141
1331	1907
2059	141
2059	531
1301	435
1301	141
1301	1525
1301	1284
1301	2457
1497	1284
1788	141
2502	141
1907	1331
1907	2551
1907	1304
1907	2457
1963	435
1963	3243
1963	1066
1963	3236
1963	531
1963	2013
1963	1304
2551	3348
2551	435
2551	141
2551	1874
2551	1066
2551	531
2551	1907
2551	1304
3227	435
3227	141
3227	1656
3227	857
2704	857
2752	1066
1369	435
1369	141
1369	595
1369	3114
1146	435
1146	141
1146	26
2143	435
2143	141
1656	3227
2013	2875
2013	141
2013	881
2013	1963
2013	2821
2013	1900
2013	1505
2484	141
2484	1066
2484	2962
26	1854
26	1146
1182	435
1294	435
1304	435
1304	141
1304	2953
1304	2962
1304	1907
1304	1963
1304	2551
1304	2539
1304	3080
1304	76
1994	435
1994	141
1994	595
1703	141
1703	531
2539	3348
2539	435
2539	141
2539	300
2539	1066
2539	531
2539	1304
2539	1284
1053	531
1749	435
1749	141
1739	3348
1739	435
1739	141
1739	2748
1739	1066
1739	842
550	2821
2821	435
2821	141
2821	3399
2821	2748
2821	2013
2821	550
1937	3339
1937	435
1937	141
1937	3242
1937	1284
272	1284
3080	2875
3080	141
3080	1066
3080	2953
3080	1304
857	435
857	141
857	1066
857	956
857	3227
857	2704
853	435
853	141
595	141
595	531
595	1369
595	1994
1270	141
1284	2766
1284	435
1284	141
1284	1339
1284	1525
1284	1066
1284	531
1284	1301
1284	1497
1284	2539
1284	1937
1284	272
1284	2271
1284	2457
1284	76
2271	2875
2271	141
2271	1108
2271	531
2271	989
2271	1284
2457	435
2457	141
2457	1301
2457	1907
2457	1284
2457	3114
1900	141
1900	300
1900	1066
1900	531
1900	2953
1900	2013
76	1304
76	1284
1827	435
1827	141
1827	3240
2005	141
1505	2013
3383	435
3383	3240
3114	1369
3114	2457
1590	1108
1590	3243
2613	2606
2606	2613
953	2067
2067	953
2990	1078
2990	2195
1078	2990
2195	2076
2076	2990
2804	2347
1027	2347
321	123
321	1390
321	2347
10	2597
10	2347
2597	10
2597	1516
2597	2347
1516	2597
123	321
2102	2347
1390	321
2347	2804
2347	1027
2347	321
2347	10
2347	2597
2347	2102
2467	3396
2663	3396
2354	3349
2354	3396
3349	2354
3349	3396
3349	2999
639	3396
3396	2467
3396	2663
3396	2354
3396	3349
3396	639
3396	1681
3396	2688
3396	2676
3396	2744
3396	2446
3396	2999
3396	30
3396	612
1681	3396
2688	3396
2676	3396
2744	3396
2446	3396
2999	3349
2999	3396
610	3396
30	3396
30	610
612	3396
824	561
561	824
2685	2561
2561	2685
2561	1899
2561	1905
2561	948
1899	2561
1905	2561
1905	948
948	2561
948	1905
1089	2460
3003	1505
3003	2460
2348	1997
1505	3003
1505	2460
2460	3003
2460	1505
2460	2308
2460	1997
2308	1089
1997	2348
1997	2460
2434	2511
2434	2072
12	2511
1479	2511
2853	2511
689	2511
864	2511
2572	2511
147	2511
3363	2511
3361	2511
3361	3181
3361	2072
3353	2511
1115	2511
2510	2511
2510	3181
2510	239
2510	2493
2510	54
2510	3218
1741	2511
1288	2511
293	2511
1766	2511
1899	2511
2610	2511
2613	3181
2613	2072
2511	2434
2511	12
2511	1479
2511	2853
2511	689
2511	864
2511	2572
2511	147
2511	3363
2511	3361
2511	3353
2511	1115
2511	2510
2511	1741
2511	1288
2511	293
2511	1766
2511	1899
2511	2610
2511	1905
2511	1906
2511	3187
2511	3181
2511	2155
2511	2365
2511	58
2511	1137
2511	1796
2511	239
2511	2493
2511	2490
2511	54
2511	1702
2511	1200
2511	3218
2511	1561
2511	1821
2511	820
2511	1676
2511	260
2511	3320
1905	2511
1906	2511
3187	2511
3181	3361
3181	2510
3181	2613
3181	2511
3181	239
3181	2072
2155	2511
2365	2511
58	2511
1137	2511
1137	2072
1796	2511
239	2510
239	2511
239	3181
239	2072
2493	2510
2493	2511
2493	2072
2490	2511
54	2510
54	2511
1702	2511
1200	2511
3218	2510
3218	2511
2072	2434
2072	3361
2072	2613
2072	3181
2072	1137
2072	239
2072	2493
2072	260
1561	2511
1821	2511
820	2511
1676	2511
260	2511
260	2072
3320	2511
2408	2284
2408	1756
1681	1756
2284	2408
2284	1131
2284	1756
1131	2284
1131	1756
1756	2408
1756	1681
1756	2284
1756	1131
1756	2159
2159	1756
1942	1880
924	1065
1065	924
1065	1880
227	1880
352	1880
2176	1880
1880	1942
1880	1065
1880	227
1880	352
1880	2176
16	1015
16	2530
2695	3340
2424	1271
1924	2757
1924	2530
3206	3340
3206	2757
3206	1271
1124	3340
1124	1015
1942	3340
532	3340
532	2757
532	1269
532	1271
532	1015
3310	1015
79	1015
3008	1271
2767	1271
2767	2530
2963	3340
2963	2757
2963	1271
2963	1015
2963	2530
2950	2757
2950	1015
1775	3340
1775	2530
771	1015
770	3340
770	2757
770	1015
760	1015
924	2757
506	3340
506	1271
506	1015
1860	3340
1860	2757
1860	1015
3134	1271
213	3340
213	467
213	1015
3340	2695
3340	3206
3340	1124
3340	1942
3340	532
3340	2963
3340	1775
3340	770
3340	506
3340	1860
3340	213
3340	1165
3340	144
3340	1585
3340	467
3340	2922
3340	859
3340	2336
3340	1818
3340	3064
3340	1271
3340	1624
3340	2275
3340	1852
3340	667
3340	2008
3340	2548
3340	803
3340	3253
3340	1627
3340	843
3340	1044
3340	2819
3340	72
3340	2642
3340	1469
3340	1030
3340	2288
3340	3107
3340	3351
3340	3350
3340	220
3340	517
3340	959
3340	2788
3340	1081
3340	609
3340	160
3340	237
3340	2487
3340	2181
3340	24
3340	2865
3340	705
3340	1991
3340	2067
3340	387
3340	2530
3340	415
3340	2823
3340	554
3340	1385
3340	509
3340	2163
3340	2162
3340	1880
1165	3340
144	3340
144	2757
144	1269
144	1271
144	1015
144	2530
422	2757
1585	3340
1585	2757
1585	1269
1585	1271
1585	1015
1585	2530
467	213
467	3340
467	2757
467	1015
2617	1624
2617	2895
2617	3351
2617	237
2617	24
2922	3340
2922	2757
2757	1924
2757	3206
2757	532
2757	2963
2757	2950
2757	770
2757	924
2757	1860
2757	144
2757	422
2757	1585
2757	467
2757	2922
2757	2536
2757	1624
2757	2275
2757	1852
2757	2739
2757	1627
2757	1483
2757	64
2757	696
2757	2642
2757	1921
2757	2916
2757	3107
2757	3351
2757	396
2757	220
2757	227
2757	2181
2757	24
2757	705
2757	1560
2757	415
2757	1385
2757	2592
2757	2163
859	3340
2336	3340
2336	1271
2336	1015
1818	3340
1818	1269
1818	1271
1818	1015
1818	2530
3064	3340
417	1271
1832	1271
1832	2530
1152	1624
2536	2757
2536	1271
1269	532
1269	144
1269	1585
1269	1818
1269	2275
1269	2642
1269	1469
1269	3351
1269	227
1269	237
1269	2181
1269	24
1269	2865
1269	1015
1269	705
1269	415
1269	2823
1271	2424
1271	3206
1271	532
1271	3008
1271	2767
1271	2963
1271	506
1271	3134
1271	3340
1271	144
1271	1585
1271	2336
1271	1818
1271	417
1271	1832
1271	2536
1271	2275
1271	803
1271	843
1271	64
1271	72
1271	2642
1271	1469
1271	1030
1271	2916
1271	3107
1271	3287
1271	3351
1271	220
1271	227
1271	609
1271	237
1271	2181
1271	24
1271	1015
1271	2065
1271	415
1271	2823
1271	554
1271	1880
1624	3340
1624	2617
1624	2757
1624	1152
1624	1015
2286	2530
2275	3340
2275	2757
2275	1269
2275	1271
2275	1015
2275	2530
1852	3340
1852	2757
1852	1015
1852	2530
667	3340
2008	3340
2548	3340
803	3340
803	1271
803	2530
2282	1015
2739	2757
3253	3340
3253	1015
1627	3340
1627	2757
1627	1015
843	3340
843	1271
843	1015
843	2530
1038	2530
1044	3340
1044	1015
2819	3340
1483	2757
64	2757
64	1271
72	3340
72	1271
696	2757
2895	2617
2642	3340
2642	2757
2642	1269
2642	1271
2642	1015
1469	3340
1469	1269
1469	1271
1469	1015
1030	3340
1030	1271
1030	2530
2288	3340
1921	2757
2916	2757
2916	1271
2916	2530
3107	3340
3107	2757
3107	1271
3107	1015
3287	1271
3351	3340
3351	2617
3351	2757
3351	1269
3351	1271
3351	1015
3351	2530
3350	3340
396	2757
220	3340
220	2757
220	1271
227	2757
227	1269
227	1271
227	1015
227	2530
517	3340
959	3340
2788	3340
1081	3340
609	3340
609	1271
609	1015
160	3340
160	1015
237	3340
237	2617
237	1269
237	1271
237	1015
237	2530
2487	3340
2487	1015
2487	2530
2181	3340
2181	2757
2181	1269
2181	1271
2181	1015
24	3340
24	2617
24	2757
24	1269
24	1271
24	1015
24	2530
2865	3340
2865	1269
2865	1015
1015	16
1015	1124
1015	532
1015	3310
1015	79
1015	2963
1015	2950
1015	771
1015	770
1015	760
1015	506
1015	1860
1015	213
1015	144
1015	1585
1015	467
1015	2336
1015	1818
1015	1269
1015	1271
1015	1624
1015	2275
1015	1852
1015	2282
1015	3253
1015	1627
1015	843
1015	1044
1015	2642
1015	1469
1015	3107
1015	3351
1015	227
1015	609
1015	160
1015	237
1015	2487
1015	2181
1015	24
1015	2865
1015	705
1015	2530
1015	2823
1015	2163
1015	2162
705	3340
705	2757
705	1269
705	1015
1991	3340
2065	1271
2067	3340
1560	2757
387	3340
2530	16
2530	1924
2530	2767
2530	2963
2530	1775
2530	3340
2530	144
2530	1585
2530	1818
2530	1832
2530	2286
2530	2275
2530	1852
2530	803
2530	843
2530	1038
2530	1030
2530	2916
2530	3351
2530	227
2530	237
2530	2487
2530	24
2530	1015
2530	2823
2530	554
2530	2163
415	3340
415	2757
415	1269
415	1271
2823	3340
2823	1269
2823	1271
2823	1015
2823	2530
554	3340
554	1271
554	2530
1385	3340
1385	2757
2592	2757
509	3340
2163	3340
2163	2757
2163	1015
2163	2530
2162	3340
2162	1015
1880	3340
1880	1271
906	2335
318	906
318	640
2854	2062
3375	2335
3375	408
640	906
2335	318
2335	2854
2335	3375
2335	408
2335	1233
2335	341
2335	1520
2335	1701
2335	2092
408	3375
408	2335
2062	2335
1233	663
663	2335
341	2335
1520	2335
1520	2092
1701	2335
2092	2335
2092	1520
912	2069
1127	2447
86	1127
86	3270
86	1401
86	1786
86	617
86	2964
86	1224
86	572
86	3073
86	1051
2387	86
3270	86
3270	617
1401	673
130	2959
129	912
1786	2387
2447	2908
2959	86
617	86
617	3270
2964	129
1224	62
572	3422
2908	86
3422	2544
2860	86
62	86
673	86
2069	86
2544	1342
3073	2860
1051	130
1342	86
1477	2490
615	2490
1340	218
909	2270
1577	2490
1577	1300
1577	2542
2023	2490
124	2246
2270	2490
3344	2490
2490	1477
2490	615
2490	1340
2490	909
2490	2023
2490	124
2490	2270
2490	2246
2490	2542
2490	92
2490	218
1300	1577
2246	2490
2542	1577
2542	2490
92	2490
218	3344
218	2490
2433	542
542	2433
164	577
164	729
2188	729
3047	164
3047	729
2608	2385
577	164
3166	729
3166	1913
2385	2608
2385	729
729	164
729	2188
729	3047
729	577
729	3166
729	2385
1913	3166
534	2850
534	3345
534	3100
534	834
2465	834
2467	834
31	834
3150	2850
3150	834
1854	834
2641	834
2850	534
2850	3150
2850	3338
2850	3345
2850	3069
2850	2912
2850	182
2850	3100
2850	2968
2850	3240
2850	2147
2850	3273
2850	1357
2850	1558
2850	2124
2850	834
2850	699
2850	1623
2850	447
2850	3168
2850	969
2850	95
2850	704
2850	1700
2850	1643
2850	2157
2872	834
3338	2850
3345	534
3345	2850
3345	3100
3345	1357
3345	834
3069	2850
3069	3240
3069	2197
3069	95
398	834
2912	2850
2912	834
182	2850
182	3100
182	834
174	834
3100	534
3100	2850
3100	3345
3100	182
3100	1357
3100	834
3100	3168
3100	2157
1681	834
2968	2850
2968	1357
2968	834
1272	834
3240	2850
3240	3069
3240	1357
3240	834
3231	834
2147	2850
3273	2850
3273	1558
3273	834
1357	2850
1357	3345
1357	3100
1357	2968
1357	3240
1357	834
1357	3168
1357	95
3045	834
1558	2850
1558	3273
1558	834
2446	834
2599	834
2124	2850
2124	834
2197	3069
2197	834
834	534
834	2465
834	2467
834	31
834	3150
834	1854
834	2641
834	2850
834	2872
834	3345
834	398
834	2912
834	182
834	174
834	3100
834	1681
834	2968
834	1272
834	3240
834	3231
834	3273
834	1357
834	3045
834	1558
834	2446
834	2599
834	2124
834	2197
834	699
834	1964
834	1245
834	1623
834	447
834	1369
834	3168
834	969
834	1146
834	1799
834	637
834	1656
834	95
834	2489
834	1700
834	151
834	1053
834	393
834	1643
834	551
834	3078
834	2271
834	2157
699	2850
699	834
1964	834
1245	834
1623	2850
1623	834
447	2850
447	834
1369	834
3168	2850
3168	3100
3168	1357
3168	834
969	2850
969	834
1146	834
1799	834
637	834
1656	834
95	2850
95	3069
95	1357
95	834
2489	834
704	2850
1700	2850
1700	834
151	834
1053	834
393	834
1643	2850
1643	834
551	834
3078	834
2271	834
2157	2850
2157	3100
2157	834
2233	2451
2451	2233
3202	2867
3202	1622
3202	960
3202	3226
3202	1500
3202	3125
2867	3202
1622	3202
1622	960
1622	849
960	3202
960	1622
960	1500
960	2707
3226	3202
849	1622
849	1500
1500	3202
1500	960
1500	849
2707	960
3125	3202
2226	1640
471	655
1640	655
655	2226
481	2686
481	1160
2905	2686
425	2686
2561	2686
1717	2686
108	2686
2686	481
2686	2905
2686	425
2686	2561
2686	1717
2686	108
2686	412
2686	655
1160	481
412	2686
655	2686
81	3300
81	2471
2660	2648
2660	2310
2660	1997
2648	2660
2648	1997
3300	81
3300	570
3296	992
3296	1825
1089	1997
1291	2471
1291	2293
1305	1504
992	3296
992	1653
992	2348
992	570
992	2018
992	1683
992	2463
1653	992
1653	1825
1653	1683
2042	2310
2042	1997
1825	3296
1825	1653
2348	992
570	81
570	3300
570	1291
570	992
570	1687
570	2293
570	1997
570	1983
2018	992
2014	2293
1683	992
1683	1653
1517	2463
1504	1305
1504	1997
1186	570
1186	2293
2471	570
2463	992
2463	1517
2310	2660
2310	2042
2293	1291
2293	570
2293	2014
2293	1186
1997	2660
1997	2648
1997	1089
1997	2042
1997	570
1997	1504
1997	2310
1983	570
1983	1687
2656	1161
1161	2656
1161	1741
1741	1161
1741	236
1741	1199
1093	1741
236	1741
1199	1741
2578	684
1603	61
61	1603
61	2029
2029	61
684	2578
684	61
2422	1776
2422	1472
2422	2354
2422	2408
2422	1216
2422	2314
2422	256
2422	60
2422	200
364	1776
364	1472
364	2354
364	2408
364	2314
364	2077
3308	1472
3308	2408
2467	2354
2467	2408
1776	2422
1776	364
1776	1472
1776	2354
1776	1372
1776	2408
1776	3163
1776	1216
1776	2314
1776	256
1776	1529
1776	60
1776	1460
1776	200
1776	1571
1776	2077
1472	2422
1472	364
1472	3308
1472	1776
1472	2354
1472	680
1472	1372
1472	2408
1472	1681
1472	3163
1472	1216
1472	2314
1472	3332
1472	36
1472	32
1472	256
1472	1529
1472	60
1472	2999
1472	1460
1472	437
1472	1490
1472	1571
2354	2422
2354	364
2354	2467
2354	1776
2354	1472
2354	2408
2354	1407
2354	3163
2354	2314
2354	399
2354	37
2354	35
2354	44
2354	256
2354	60
2354	1460
2354	437
2354	200
2354	2346
680	1472
680	2408
680	60
1372	1776
1372	1472
1372	2408
1372	1681
1372	2314
1372	60
1372	1571
2408	2422
2408	364
2408	3308
2408	2467
2408	1776
2408	1472
2408	2354
2408	680
2408	1372
2408	1407
2408	1681
2408	3163
2408	1216
2408	2314
2408	3332
2408	35
2408	32
2408	44
2408	2744
2408	1529
2408	60
2408	1460
2408	437
2408	200
2408	2346
2408	1490
2408	3024
1407	2354
1407	3163
1681	1472
1681	1372
1681	2408
1681	2314
1681	60
1681	1571
3163	1776
3163	1472
3163	2354
3163	2408
3163	399
3163	37
3163	35
1216	2422
1216	1776
1216	1472
1216	2408
1216	2314
2314	2422
2314	364
2314	1776
2314	1472
2314	2354
2314	1372
2314	2408
2314	1681
2314	1216
2314	256
2314	60
2314	200
2314	2346
2314	2077
3332	1472
3332	2408
3332	1460
3332	2346
399	2354
399	3163
399	37
37	2354
37	3163
37	399
35	2354
35	2408
35	3163
36	1472
32	2408
32	1490
44	1472
44	2354
44	2408
44	437
256	2422
256	1776
256	1472
256	2354
256	2314
2744	2408
1529	1776
1529	1472
1529	2408
1529	437
60	2422
60	1776
60	1472
60	2354
60	680
60	1372
60	2408
60	1681
60	2314
60	200
60	95
60	1571
60	2077
2999	1472
1460	1776
1460	1472
1460	2354
1460	2408
1460	3332
1460	200
437	2354
437	2408
437	44
437	1529
200	2422
200	1776
200	2354
200	2408
200	2314
200	60
200	1460
2346	2354
2346	2408
2346	2314
2346	3332
95	60
1490	1472
1490	2408
1490	32
1571	1776
1571	1472
1571	1372
1571	1681
1571	60
3024	2408
2077	364
2077	1776
2077	2314
2077	60
3271	1444
3271	2067
1818	2067
1030	2067
1444	3271
1482	2067
2028	2067
2067	3271
2067	1818
2067	1030
2067	1482
2067	2028
2564	1660
1660	2564
1305	2044
1305	1011
1305	280
1305	1692
1305	2616
2044	1305
2044	280
1011	1305
280	1305
280	2044
1692	1305
2616	1305
485	2276
485	1622
485	1726
485	1953
3110	1726
3110	3414
361	1726
2276	485
2276	2604
1622	485
1622	2604
1726	485
1726	3110
1726	361
1726	2604
1726	1953
1726	1333
2604	2276
2604	1622
2604	1726
2604	1953
1953	485
1953	1726
1953	2604
1953	1333
3414	3110
3414	1333
1333	1726
1333	1953
1333	3414
899	1316
899	287
21	2667
21	1316
1079	2038
2667	21
2667	6
2667	3038
2038	1079
2038	548
6	2667
6	1316
1316	899
1316	21
1316	6
1316	287
1316	548
287	899
287	1316
3038	2667
548	2038
548	1316
485	1096
75	1096
248	1096
220	1096
1096	485
1096	75
1096	248
1096	220
1096	1516
1516	1096
1258	1031
1031	1258
2467	3273
2467	969
2850	3273
2850	969
677	693
693	677
693	754
693	969
2844	3273
754	693
754	3045
754	1964
1748	3273
3240	3273
3273	2467
3273	2850
3273	2844
3273	1748
3273	3240
3273	3045
3273	834
3273	1964
3273	1245
3273	1703
3045	754
3045	3273
834	3273
1964	754
1964	3273
1245	3273
969	2467
969	693
1703	3273
2250	1271
1271	2250
378	992
378	561
81	570
81	1687
2660	2648
2660	2042
2660	1997
2648	2660
2648	2044
2648	1997
3300	570
3300	1983
3296	992
3296	1825
1089	1997
1291	570
1291	2471
1305	1504
992	378
992	3296
992	1653
992	3012
992	2348
992	570
992	2018
992	1683
992	1503
992	2463
998	1997
1653	992
1653	1683
2044	2648
2042	2660
2042	2310
2052	1997
1825	3296
3012	992
2348	992
561	378
570	81
570	3300
570	1291
570	992
570	1186
570	2471
570	1997
2018	992
2018	1983
1690	1503
1687	81
1683	992
1683	1653
1517	2463
1503	992
1503	1690
1504	1305
1504	1997
1186	570
2471	1291
2471	570
2463	992
2463	1517
2310	2042
2310	1997
1997	2660
1997	2648
1997	1089
1997	998
1997	2042
1997	2052
1997	570
1997	1504
1983	3300
1983	2018
2844	533
533	2844
533	3045
533	132
3045	533
132	533
2740	2122
2740	2015
739	2229
1411	1123
1411	759
912	129
912	2069
2229	739
2229	2231
2229	86
2229	3142
2229	1098
2229	2335
2229	800
2229	1975
2229	2927
2229	2482
2231	2229
2231	255
2231	1769
2231	796
2231	1883
2231	2006
2234	1769
2234	2552
1123	1411
1123	759
1127	86
936	1309
936	1489
86	2229
86	2387
